Hacienda;   Nombre Hacienda;Suerte
114;Cantarrana;00
114;Cantarrana;00
137;Casa de Teja (Vélez Pardo);00
137;Casa de Teja (Vélez Pardo);00
137;Casa de Teja (Vélez Pardo);00
137;Casa de Teja (Vélez Pardo);00
137;Casa de Teja (Vélez Pardo);00
137;Casa de Teja (Vélez Pardo);00
137;Casa de Teja (Vélez Pardo);00
114;Cantarrana;00
137;Casa de Teja (Vélez Pardo);00
B52;La Servia;00
B52;La Servia;00
B52;La Servia;00
B52;La Servia;00
B52;La Servia;00
B52;La Servia;00
114;Cantarrana;00
114;Cantarrana;00
114;Cantarrana;00
114;Cantarrana;00
137;Casa de Teja (Vélez Pardo);00
137;Casa de Teja (Vélez Pardo);00
137;Casa de Teja (Vélez Pardo);00
137;Casa de Teja (Vélez Pardo);00
137;Casa de Teja (Vélez Pardo);00
137;Casa de Teja (Vélez Pardo);00
137;Casa de Teja (Vélez Pardo);00
B52;La Servia;00
B52;La Servia;00
B52;La Servia;00
B52;La Servia;00
B52;La Servia;00
B52;La Servia;00
B52;La Servia;00
B52;La Servia;00
B52;La Servia;00
B52;La Servia;00
B52;La Servia;00
B52;La Servia;00
B52;La Servia;00
B52;La Servia;00
B52;La Servia;00
B52;La Servia;00
B52;La Servia;00
B52;La Servia;00
B52;La Servia;00
B52;La Servia;00
B52;La Servia;00
B52;La Servia;00
B52;La Servia;00
B52;La Servia;00
B52;La Servia;00
B52;La Servia;00
B52;La Servia;00
B52;La Servia;00
B96;La Fortaleza;01
B96;La Fortaleza;01
182;El Pailón;01
182;El Pailón;01
182;El Pailón;01
182;El Pailón;01
182;El Pailón;01
182;El Pailón;01
182;El Pailón;01
182;El Pailón;01
B96;La Fortaleza;01
B96;La Fortaleza;01
B96;La Fortaleza;01
B96;La Fortaleza;01
B96;La Fortaleza;01
B96;La Fortaleza;01
B96;La Fortaleza;01
B96;La Fortaleza;01
B96;La Fortaleza;01
B96;La Fortaleza;01
B96;La Fortaleza;01
B96;La Fortaleza;01
B96;La Fortaleza;01
B96;La Fortaleza;01
182;El Pailón;01
196;Alsacia Borrero;01
196;Alsacia Borrero;01
196;Alsacia Borrero;01
196;Alsacia Borrero;01
196;Alsacia Borrero;01
196;Alsacia Borrero;01
196;Alsacia Borrero;01
196;Alsacia Borrero;01
B96;La Fortaleza;01
B96;La Fortaleza;01
B96;La Fortaleza;01
B96;La Fortaleza;01
B96;La Fortaleza;01
196;Alsacia Borrero;01
196;Alsacia Borrero;01
196;Alsacia Borrero;01
196;Alsacia Borrero;01
196;Alsacia Borrero;01
196;Alsacia Borrero;01
196;Alsacia Borrero;01
899;Chapulete;01
899;Chapulete;01
899;Chapulete;01
899;Chapulete;01
B96;La Fortaleza;01
899;Chapulete;01
899;Chapulete;01
B81;Potrero de Parraga Dominguez;01
B81;Potrero de Parraga Dominguez;01
B81;Potrero de Parraga Dominguez;01
B81;Potrero de Parraga Dominguez;01
B81;Potrero de Parraga Dominguez;01
B81;Potrero de Parraga Dominguez;01
B81;Potrero de Parraga Dominguez;01
B81;Potrero de Parraga Dominguez;01
B81;Potrero de Parraga Dominguez;01
B81;Potrero de Parraga Dominguez;01
B81;Potrero de Parraga Dominguez;01
496;Flores Amarillas;01
496;Flores Amarillas;01
496;Flores Amarillas;01
496;Flores Amarillas;01
496;Flores Amarillas;01
496;Flores Amarillas;01
496;Flores Amarillas;01
496;Flores Amarillas;01
496;Flores Amarillas;01
182;El Pailón;01
252;Piasa;01
252;Piasa;01
252;Piasa;01
252;Piasa;01
252;Piasa;01
252;Piasa;01
252;Piasa;01
252;Piasa;01
414;El Parral;01
414;El Parral;01
414;El Parral;01
543;La Marcela;01
543;La Marcela;01
543;La Marcela;01
414;El Parral;01
414;El Parral;01
196;Alsacia Borrero;01
899;Chapulete;01
252;Piasa;01
252;Piasa;01
252;Piasa;01
252;Piasa;01
252;Piasa;01
252;Piasa;01
252;Piasa;01
252;Piasa;01
252;Piasa;01
252;Piasa;01
252;Piasa;01
252;Piasa;01
252;Piasa;01
252;Piasa;01
252;Piasa;01
252;Piasa;01
252;Piasa;01
252;Piasa;01
252;Piasa;01
589;Lote Caicedo;01
589;Lote Caicedo;01
589;Lote Caicedo;01
295;El Bohio;01
295;El Bohio;01
892;Palomocho Espinosa;01
62;Chontaduro;01
252;Piasa;01
425;La Frontera;01
425;La Frontera;01
425;La Frontera;01
425;La Frontera;01
425;La Frontera;01
425;La Frontera;01
425;La Frontera;01
98;El Remate;01
98;El Remate;01
730;La Despensa Figueroa;01
730;La Despensa Figueroa;01
730;La Despensa Figueroa;01
730;La Despensa Figueroa;01
730;La Despensa Figueroa;01
730;La Despensa Figueroa;01
425;La Frontera;01
425;La Frontera;01
425;La Frontera;01
425;La Frontera;01
425;La Frontera;01
425;La Frontera;01
425;La Frontera;01
425;La Frontera;01
425;La Frontera;01
425;La Frontera;01
98;El Remate;01
98;El Remate;01
98;El Remate;01
98;El Remate;01
98;El Remate;01
98;El Remate;01
98;El Remate;01
98;El Remate;01
98;El Remate;01
98;El Remate;01
425;La Frontera;01
425;La Frontera;01
425;La Frontera;01
425;La Frontera;01
425;La Frontera;01
425;La Frontera;01
425;La Frontera;01
425;La Frontera;01
425;La Frontera;01
425;La Frontera;01
425;La Frontera;01
98;El Remate;01
98;El Remate;01
98;El Remate;01
98;El Remate;01
98;El Remate;01
98;El Remate;01
98;El Remate;01
98;El Remate;01
98;El Remate;01
98;El Remate;01
227;Fumie;01
227;Fumie;01
227;Fumie;01
227;Fumie;01
227;Fumie;01
227;Fumie;01
227;Fumie;01
227;Fumie;01
425;La Frontera;01
425;La Frontera;01
425;La Frontera;01
425;La Frontera;01
425;La Frontera;01
98;El Remate;01
227;Fumie;01
227;Fumie;01
227;Fumie;01
227;Fumie;01
227;Fumie;01
227;Fumie;01
227;Fumie;01
227;Fumie;01
227;Fumie;01
227;Fumie;01
227;Fumie;01
730;La Despensa Figueroa;01
425;La Frontera;01
98;El Remate;01
227;Fumie;01
425;La Frontera;01
425;La Frontera;01
88;El Palmar;01
88;El Palmar;01
88;El Palmar;01
88;El Palmar;01
88;El Palmar;01
88;El Palmar;01
88;El Palmar;01
88;El Palmar;01
648;Villa Bertha;01
B98;El Naranjal;01
B98;El Naranjal;01
B98;El Naranjal;01
B98;El Naranjal;01
B98;El Naranjal;01
B98;El Naranjal;01
B98;El Naranjal;01
B98;El Naranjal;01
B98;El Naranjal;01
303;San José de Nima;01
303;San José de Nima;01
303;San José de Nima;01
569;Angosturas;01
569;Angosturas;01
88;El Palmar;01
88;El Palmar;01
88;El Palmar;01
88;El Palmar;01
88;El Palmar;01
88;El Palmar;01
88;El Palmar;01
303;San José de Nima;01
303;San José de Nima;01
303;San José de Nima;01
303;San José de Nima;01
303;San José de Nima;01
303;San José de Nima;01
303;San José de Nima;01
303;San José de Nima;01
303;San José de Nima;01
569;Angosturas;01
569;Angosturas;01
569;Angosturas;01
569;Angosturas;01
955;San Rafael Cencerro;01
955;San Rafael Cencerro;01
955;San Rafael Cencerro;01
955;San Rafael Cencerro;01
955;San Rafael Cencerro;01
955;San Rafael Cencerro;01
955;San Rafael Cencerro;01
696;El Tesoro;01
696;El Tesoro;01
696;El Tesoro;01
696;El Tesoro;01
696;El Tesoro;01
696;El Tesoro;01
696;El Tesoro;01
696;El Tesoro;01
696;El Tesoro;01
696;El Tesoro;01
400;Lote APM;01
400;Lote APM;01
569;Angosturas;01
569;Angosturas;01
569;Angosturas;01
955;San Rafael Cencerro;01
955;San Rafael Cencerro;01
955;San Rafael Cencerro;01
955;San Rafael Cencerro;01
955;San Rafael Cencerro;01
422;El Guásimo;01
422;El Guásimo;01
422;El Guásimo;01
B29;El Regreso;01
B29;El Regreso;01
B29;El Regreso;01
B29;El Regreso;01
B29;El Regreso;01
B29;El Regreso;01
400;Lote APM;01
400;Lote APM;01
400;Lote APM;01
400;Lote APM;01
400;Lote APM;01
400;Lote APM;01
400;Lote APM;01
400;Lote APM;01
422;El Guásimo;01
422;El Guásimo;01
422;El Guásimo;01
422;El Guásimo;01
422;El Guásimo;01
360;Cantaclaro;01
360;Cantaclaro;01
360;Cantaclaro;01
360;Cantaclaro;01
360;Cantaclaro;01
360;Cantaclaro;01
104;El Rhin;01
400;Lote APM;01
400;Lote APM;01
400;Lote APM;01
400;Lote APM;01
400;Lote APM;01
400;Lote APM;01
400;Lote APM;01
400;Lote APM;01
400;Lote APM;01
400;Lote APM;01
88;El Palmar;01
958;Villa Dina María;01
958;Villa Dina María;01
958;Villa Dina María;01
958;Villa Dina María;01
422;El Guásimo;01
422;El Guásimo;01
422;El Guásimo;01
422;El Guásimo;01
422;El Guásimo;01
422;El Guásimo;01
422;El Guásimo;01
422;El Guásimo;01
422;El Guásimo;01
422;El Guásimo;01
422;El Guásimo;01
422;El Guásimo;01
422;El Guásimo;01
422;El Guásimo;01
580;La Camila;01
580;La Camila;01
580;La Camila;01
580;La Camila;01
580;La Camila;01
580;La Camila;01
580;La Camila;01
580;La Camila;01
104;El Rhin;01
104;El Rhin;01
104;El Rhin;01
104;El Rhin;01
104;El Rhin;01
104;El Rhin;01
104;El Rhin;01
104;El Rhin;01
104;El Rhin;01
104;El Rhin;01
104;El Rhin;01
104;El Rhin;01
400;Lote APM;01
400;Lote APM;01
958;Villa Dina María;01
958;Villa Dina María;01
958;Villa Dina María;01
625;El Chirringo;01
625;El Chirringo;01
625;El Chirringo;01
625;El Chirringo;01
625;El Chirringo;01
625;El Chirringo;01
625;El Chirringo;01
625;El Chirringo;01
625;El Chirringo;01
625;El Chirringo;01
436;Chamberín;01
436;Chamberín;01
104;El Rhin;01
104;El Rhin;01
104;El Rhin;01
104;El Rhin;01
104;El Rhin;01
104;El Rhin;01
104;El Rhin;01
104;El Rhin;01
104;El Rhin;01
104;El Rhin;01
104;El Rhin;01
956;San Luís Cencerro;01
956;San Luís Cencerro;01
956;San Luís Cencerro;01
958;Villa Dina María;01
958;Villa Dina María;01
569;Angosturas;01
569;Angosturas;01
625;El Chirringo;01
625;El Chirringo;01
625;El Chirringo;01
625;El Chirringo;01
625;El Chirringo;01
625;El Chirringo;01
625;El Chirringo;01
625;El Chirringo;01
625;El Chirringo;01
625;El Chirringo;01
625;El Chirringo;01
625;El Chirringo;01
625;El Chirringo;01
104;El Rhin;01
104;El Rhin;01
104;El Rhin;01
104;El Rhin;01
400;Lote APM;01
956;San Luís Cencerro;01
167;La Violeta;01
167;La Violeta;01
167;La Violeta;01
167;La Violeta;01
167;La Violeta;01
167;La Violeta;01
167;La Violeta;01
167;La Violeta;01
167;La Violeta;01
167;La Violeta;01
167;La Violeta;01
167;La Violeta;01
167;La Violeta;01
167;La Violeta;01
167;La Violeta;01
167;La Violeta;01
167;La Violeta;01
167;La Violeta;01
167;La Violeta;01
167;La Violeta;01
104;El Rhin;01
400;Lote APM;01
696;El Tesoro;01
958;Villa Dina María;01
167;La Violeta;01
167;La Violeta;01
167;La Violeta;01
167;La Violeta;01
167;La Violeta;01
167;La Violeta;01
167;La Violeta;01
167;La Violeta;01
167;La Violeta;01
167;La Violeta;01
167;La Violeta;01
167;La Violeta;01
167;La Violeta;01
167;La Violeta;01
167;La Violeta;01
167;La Violeta;01
167;La Violeta;01
167;La Violeta;01
167;La Violeta;01
167;La Violeta;01
167;La Violeta;01
167;La Violeta;01
167;La Violeta;01
167;La Violeta;01
167;La Violeta;01
167;La Violeta;01
167;La Violeta;01
167;La Violeta;01
167;La Violeta;01
167;La Violeta;01
167;La Violeta;01
167;La Violeta;01
167;La Violeta;01
167;La Violeta;01
62;Chontaduro;01
167;La Violeta;01
167;La Violeta;01
167;La Violeta;01
167;La Violeta;01
167;La Violeta;01
167;La Violeta;01
167;La Violeta;01
167;La Violeta;01
167;La Violeta;01
167;La Violeta;01
167;La Violeta;01
167;La Violeta;01
167;La Violeta;01
167;La Violeta;01
167;La Violeta;01
167;La Violeta;01
167;La Violeta;01
167;La Violeta;01
400;Lote APM;01
893;Lote La Rumia;01
107;La Uribe;01
107;La Uribe;01
107;La Uribe;01
107;La Uribe;01
503;Villa Alicia;01
503;Villa Alicia;01
503;Villa Alicia;01
503;Villa Alicia;01
503;Villa Alicia;01
503;Villa Alicia;01
503;Villa Alicia;01
503;Villa Alicia;01
503;Villa Alicia;01
503;Villa Alicia;01
503;Villa Alicia;01
503;Villa Alicia;01
107;La Uribe;01
107;La Uribe;01
107;La Uribe;01
107;La Uribe;01
107;La Uribe;01
107;La Uribe;01
107;La Uribe;01
107;La Uribe;01
107;La Uribe;01
107;La Uribe;01
107;La Uribe;01
107;La Uribe;01
107;La Uribe;01
107;La Uribe;01
107;La Uribe;01
107;La Uribe;01
107;La Uribe;01
107;La Uribe;01
88;El Palmar;01
B99;San Felipe;01
B99;San Felipe;01
B99;San Felipe;01
634;Guales Quinque;01
62;Chontaduro;01
62;Chontaduro;01
62;Chontaduro;01
62;Chontaduro;01
634;Guales Quinque;01
634;Guales Quinque;01
634;Guales Quinque;01
634;Guales Quinque;01
634;Guales Quinque;01
634;Guales Quinque;01
767;San Rafael Mapallo;01
767;San Rafael Mapallo;01
767;San Rafael Mapallo;01
767;San Rafael Mapallo;01
767;San Rafael Mapallo;01
767;San Rafael Mapallo;01
62;Chontaduro;01
62;Chontaduro;01
62;Chontaduro;01
62;Chontaduro;01
204;Arauquita;01
204;Arauquita;01
204;Arauquita;01
204;Arauquita;01
204;Arauquita;01
204;Arauquita;01
204;Arauquita;01
62;Chontaduro;01
62;Chontaduro;01
62;Chontaduro;01
62;Chontaduro;01
62;Chontaduro;01
62;Chontaduro;01
62;Chontaduro;01
62;Chontaduro;01
62;Chontaduro;01
204;Arauquita;01
204;Arauquita;01
204;Arauquita;01
364;Diamante;01
364;Diamante;01
364;Diamante;01
364;Diamante;01
364;Diamante;01
62;Chontaduro;01
62;Chontaduro;01
62;Chontaduro;01
62;Chontaduro;01
62;Chontaduro;01
62;Chontaduro;01
62;Chontaduro;01
364;Diamante;01
62;Chontaduro;01
62;Chontaduro;01
62;Chontaduro;01
62;Chontaduro;01
215;Kiha;01
215;Kiha;01
364;Diamante;01
215;Kiha;01
215;Kiha;01
215;Kiha;01
215;Kiha;01
215;Kiha;01
215;Kiha;01
215;Kiha;01
215;Kiha;01
215;Kiha;01
829;El Fresal;01
829;El Fresal;01
829;El Fresal;01
829;El Fresal;01
829;El Fresal;01
829;El Fresal;01
829;El Fresal;01
829;El Fresal;01
829;El Fresal;01
829;El Fresal;01
829;El Fresal;01
215;Kiha;01
215;Kiha;01
215;Kiha;01
829;El Fresal;01
215;Kiha;01
A58;Cosacos Bedoya;01
A58;Cosacos Bedoya;01
A58;Cosacos Bedoya;01
A58;Cosacos Bedoya;01
A58;Cosacos Bedoya;01
A58;Cosacos Bedoya;01
364;Diamante;01
364;Diamante;01
364;Diamante;01
364;Diamante;01
364;Diamante;01
364;Diamante;01
364;Diamante;01
13;Rumia;01
13;Rumia;01
13;Rumia;01
13;Rumia;01
13;Rumia;01
13;Rumia;01
13;Rumia;01
13;Rumia;01
13;Rumia;01
844;El Rinconcito;01
844;El Rinconcito;01
844;El Rinconcito;01
844;El Rinconcito;01
191;La Cachiporra;01
191;La Cachiporra;01
191;La Cachiporra;01
191;La Cachiporra;01
191;La Cachiporra;01
215;Kiha;01
191;La Cachiporra;01
191;La Cachiporra;01
191;La Cachiporra;01
191;La Cachiporra;01
191;La Cachiporra;01
191;La Cachiporra;01
191;La Cachiporra;01
191;La Cachiporra;01
191;La Cachiporra;01
191;La Cachiporra;01
191;La Cachiporra;01
506;Salento;01
506;Salento;01
A58;Cosacos Bedoya;01
B18;San Jorge;01
B18;San Jorge;01
B18;San Jorge;01
191;La Cachiporra;01
191;La Cachiporra;01
191;La Cachiporra;01
191;La Cachiporra;01
191;La Cachiporra;01
191;La Cachiporra;01
78;Caideal;01
78;Caideal;01
78;Caideal;01
B18;San Jorge;01
B18;San Jorge;01
B18;San Jorge;01
B18;San Jorge;01
B18;San Jorge;01
B18;San Jorge;01
B18;San Jorge;01
B18;San Jorge;01
B18;San Jorge;01
191;La Cachiporra;01
191;La Cachiporra;01
191;La Cachiporra;01
191;La Cachiporra;01
191;La Cachiporra;01
191;La Cachiporra;01
192;Los Mangos;01
192;Los Mangos;01
192;Los Mangos;01
192;Los Mangos;01
192;Los Mangos;01
241;La Selva;01
241;La Selva;01
241;La Selva;01
241;La Selva;01
78;Caideal;01
78;Caideal;01
78;Caideal;01
78;Caideal;01
192;Los Mangos;01
192;Los Mangos;01
192;Los Mangos;01
192;Los Mangos;01
192;Los Mangos;01
192;Los Mangos;01
192;Los Mangos;01
986;San Rafael Dominguez;01
192;Los Mangos;01
192;Los Mangos;01
192;Los Mangos;01
192;Los Mangos;01
192;Los Mangos;01
192;Los Mangos;01
192;Los Mangos;01
192;Los Mangos;01
192;Los Mangos;01
192;Los Mangos;01
986;San Rafael Dominguez;01
986;San Rafael Dominguez;01
986;San Rafael Dominguez;01
986;San Rafael Dominguez;01
986;San Rafael Dominguez;01
986;San Rafael Dominguez;01
986;San Rafael Dominguez;01
986;San Rafael Dominguez;01
986;San Rafael Dominguez;01
986;San Rafael Dominguez;01
986;San Rafael Dominguez;01
986;San Rafael Dominguez;01
B18;San Jorge;01
192;Los Mangos;01
986;San Rafael Dominguez;01
986;San Rafael Dominguez;01
239;La Irlanda (Jesús M. Caicedo);01
239;La Irlanda (Jesús M. Caicedo);01
239;La Irlanda (Jesús M. Caicedo);01
239;La Irlanda (Jesús M. Caicedo);01
239;La Irlanda (Jesús M. Caicedo);01
239;La Irlanda (Jesús M. Caicedo);01
239;La Irlanda (Jesús M. Caicedo);01
239;La Irlanda (Jesús M. Caicedo);01
239;La Irlanda (Jesús M. Caicedo);01
239;La Irlanda (Jesús M. Caicedo);01
192;Los Mangos;01
78;Caideal;01
78;Caideal;01
78;Caideal;01
78;Caideal;01
78;Caideal;01
78;Caideal;01
78;Caideal;01
78;Caideal;01
78;Caideal;01
78;Caideal;01
78;Caideal;01
78;Caideal;01
78;Caideal;01
78;Caideal;01
78;Caideal;01
78;Caideal;01
78;Caideal;01
78;Caideal;01
83;Alvalena;01
83;Alvalena;01
83;Alvalena;01
83;Alvalena;01
83;Alvalena;01
83;Alvalena;01
83;Alvalena;01
83;Alvalena;01
83;Alvalena;01
83;Alvalena;01
83;Alvalena;01
83;Alvalena;01
83;Alvalena;01
191;La Cachiporra;01
192;Los Mangos;01
78;Caideal;01
78;Caideal;01
78;Caideal;01
78;Caideal;01
78;Caideal;01
78;Caideal;01
78;Caideal;01
78;Caideal;01
78;Caideal;01
78;Caideal;01
78;Caideal;01
78;Caideal;01
83;Alvalena;01
82;Chimborazo;01
82;Chimborazo;01
82;Chimborazo;01
82;Chimborazo;01
78;Caideal;01
128;Santa María;01
128;Santa María;01
128;Santa María;01
398;La Aurora Bolo;01
398;La Aurora Bolo;01
398;La Aurora Bolo;01
398;La Aurora Bolo;01
398;La Aurora Bolo;01
398;La Aurora Bolo;01
398;La Aurora Bolo;01
398;La Aurora Bolo;01
183;Saratoga;01
183;Saratoga;01
183;Saratoga;01
183;Saratoga;01
183;Saratoga;01
183;Saratoga;01
398;La Aurora Bolo;01
398;La Aurora Bolo;01
439;El Desquite;01
439;El Desquite;01
439;El Desquite;01
439;El Desquite;01
439;El Desquite;01
624;Ramery;01
624;Ramery;01
624;Ramery;01
624;Ramery;01
253;La Soledad;01
253;La Soledad;01
253;La Soledad;01
439;El Desquite;01
439;El Desquite;01
183;Saratoga;01
284;El Vergel;01
284;El Vergel;01
284;El Vergel;01
284;El Vergel;01
284;El Vergel;01
284;El Vergel;01
284;El Vergel;01
284;El Vergel;01
284;El Vergel;01
284;El Vergel;01
284;El Vergel;01
284;El Vergel;01
284;El Vergel;01
284;El Vergel;01
284;El Vergel;01
398;La Aurora Bolo;01
402;Tierra Grata;01
402;Tierra Grata;01
402;Tierra Grata;01
402;Tierra Grata;01
402;Tierra Grata;01
439;El Desquite;01
B22;El Tesorito;01
B22;El Tesorito;01
B22;El Tesorito;01
B22;El Tesorito;01
B22;El Tesorito;01
B22;El Tesorito;01
B22;El Tesorito;01
B22;El Tesorito;01
B22;El Tesorito;01
B22;El Tesorito;01
B22;El Tesorito;01
B22;El Tesorito;01
B22;El Tesorito;01
B22;El Tesorito;01
B22;El Tesorito;01
B22;El Tesorito;01
B22;El Tesorito;01
B22;El Tesorito;01
B22;El Tesorito;01
B22;El Tesorito;01
B22;El Tesorito;01
B22;El Tesorito;01
B22;El Tesorito;01
B22;El Tesorito;01
B22;El Tesorito;01
B22;El Tesorito;01
B22;El Tesorito;01
B22;El Tesorito;01
B22;El Tesorito;01
284;El Vergel;01
284;El Vergel;01
284;El Vergel;01
402;Tierra Grata;01
402;Tierra Grata;01
402;Tierra Grata;01
B22;El Tesorito;01
B22;El Tesorito;01
B22;El Tesorito;01
B22;El Tesorito;01
B22;El Tesorito;01
B22;El Tesorito;01
B22;El Tesorito;01
B22;El Tesorito;01
B22;El Tesorito;01
B22;El Tesorito;01
B22;El Tesorito;01
B22;El Tesorito;01
B22;El Tesorito;01
B22;El Tesorito;01
B60;Cardona;01
B60;Cardona;01
B60;Cardona;01
398;La Aurora Bolo;01
402;Tierra Grata;01
94;Maloya;01
94;Maloya;01
94;Maloya;01
94;Maloya;01
94;Maloya;01
94;Maloya;01
398;La Aurora Bolo;01
6;San Luis;01
6;San Luis;01
6;San Luis;01
6;San Luis;01
6;San Luis;01
6;San Luis;01
6;San Luis;01
6;San Luis;01
94;Maloya;01
289;San Antonio Gallego;01
6;San Luis;01
289;San Antonio Gallego;01
289;San Antonio Gallego;01
289;San Antonio Gallego;01
289;San Antonio Gallego;01
289;San Antonio Gallego;01
289;San Antonio Gallego;01
289;San Antonio Gallego;01
289;San Antonio Gallego;01
289;San Antonio Gallego;01
289;San Antonio Gallego;01
289;San Antonio Gallego;01
6;San Luis;01
6;San Luis;01
6;San Luis;01
6;San Luis;01
6;San Luis;01
631;El Esfuerzo;01
631;El Esfuerzo;01
631;El Esfuerzo;01
631;El Esfuerzo;01
631;El Esfuerzo;01
631;El Esfuerzo;01
631;El Esfuerzo;01
631;El Esfuerzo;01
631;El Esfuerzo;01
631;El Esfuerzo;01
631;El Esfuerzo;01
631;El Esfuerzo;01
631;El Esfuerzo;01
631;El Esfuerzo;01
631;El Esfuerzo;01
631;El Esfuerzo;01
631;El Esfuerzo;01
228;Tashiro;01
228;Tashiro;01
228;Tashiro;01
228;Tashiro;01
228;Tashiro;01
228;Tashiro;01
228;Tashiro;01
228;Tashiro;01
228;Tashiro;01
843;La Margarita Molina;01
843;La Margarita Molina;01
843;La Margarita Molina;01
843;La Margarita Molina;01
843;La Margarita Molina;01
843;La Margarita Molina;01
843;La Margarita Molina;01
843;La Margarita Molina;01
843;La Margarita Molina;01
843;La Margarita Molina;01
610;El Premio;01
610;El Premio;01
610;El Premio;01
610;El Premio;01
610;El Premio;01
610;El Premio;01
631;El Esfuerzo;01
228;Tashiro;01
228;Tashiro;01
228;Tashiro;01
228;Tashiro;01
843;La Margarita Molina;01
843;La Margarita Molina;01
843;La Margarita Molina;01
843;La Margarita Molina;01
843;La Margarita Molina;01
843;La Margarita Molina;01
843;La Margarita Molina;01
843;La Margarita Molina;01
843;La Margarita Molina;01
843;La Margarita Molina;01
843;La Margarita Molina;01
610;El Premio;01
610;El Premio;01
610;El Premio;01
228;Tashiro;01
630;La Lorena Cardozo;01
630;La Lorena Cardozo;01
843;La Margarita Molina;01
843;La Margarita Molina;01
843;La Margarita Molina;01
843;La Margarita Molina;01
843;La Margarita Molina;01
843;La Margarita Molina;01
630;La Lorena Cardozo;01
630;La Lorena Cardozo;01
630;La Lorena Cardozo;01
105;El Triunfo;01
105;El Triunfo;01
105;El Triunfo;01
105;El Triunfo;01
105;El Triunfo;01
386;San José del Hato;01
386;San José del Hato;01
386;San José del Hato;01
105;El Triunfo;01
105;El Triunfo;01
105;El Triunfo;01
105;El Triunfo;01
105;El Triunfo;01
105;El Triunfo;01
386;San José del Hato;01
386;San José del Hato;01
843;La Margarita Molina;01
402;Tierra Grata;01
105;El Triunfo;01
363;Pubenza;01
363;Pubenza;01
363;Pubenza;01
363;Pubenza;01
363;Pubenza;01
363;Pubenza;01
363;Pubenza;01
363;Pubenza;01
630;La Lorena Cardozo;01
257;Doña Sara;01
257;Doña Sara;01
257;Doña Sara;01
257;Doña Sara;01
257;Doña Sara;01
363;Pubenza;01
282;La Amalia;01
257;Doña Sara;01
592;Las Vegas;01
592;Las Vegas;01
66;Las Margaritas;01
66;Las Margaritas;01
66;Las Margaritas;01
66;Las Margaritas;01
66;Las Margaritas;01
66;Las Margaritas;01
66;Las Margaritas;01
592;Las Vegas;01
592;Las Vegas;01
592;Las Vegas;01
592;Las Vegas;01
66;Las Margaritas;01
592;Las Vegas;01
592;Las Vegas;01
592;Las Vegas;01
483;Pasoancho Lote 4;01
483;Pasoancho Lote 4;01
483;Pasoancho Lote 4;01
483;Pasoancho Lote 4;01
592;Las Vegas;01
195;Valladolid;01
603;Barrancas Maruja;01
603;Barrancas Maruja;01
603;Barrancas Maruja;01
603;Barrancas Maruja;01
243;Villa Ceres;01
243;Villa Ceres;01
243;Villa Ceres;01
243;Villa Ceres;01
243;Villa Ceres;01
243;Villa Ceres;01
243;Villa Ceres;01
603;Barrancas Maruja;01
213;Tokio;01
213;Tokio;01
213;Tokio;01
213;Tokio;01
213;Tokio;01
241;La Selva;01
241;La Selva;01
241;La Selva;01
241;La Selva;01
241;La Selva;01
241;La Selva;01
241;La Selva;01
241;La Selva;01
241;La Selva;01
241;La Selva;01
241;La Selva;01
241;La Selva;01
241;La Selva;01
241;La Selva;01
103;Villa Patricia;01
103;Villa Patricia;01
103;Villa Patricia;01
103;Villa Patricia;01
103;Villa Patricia;01
103;Villa Patricia;01
103;Villa Patricia;01
103;Villa Patricia;01
103;Villa Patricia;01
213;Tokio;01
615;Mercedes;01
615;Mercedes;01
622;El Recreo Mayaguez;01
622;El Recreo Mayaguez;01
622;El Recreo Mayaguez;01
622;El Recreo Mayaguez;01
622;El Recreo Mayaguez;01
622;El Recreo Mayaguez;01
622;El Recreo Mayaguez;01
622;El Recreo Mayaguez;01
622;El Recreo Mayaguez;01
622;El Recreo Mayaguez;01
622;El Recreo Mayaguez;01
615;Mercedes;01
615;Mercedes;01
622;El Recreo Mayaguez;01
103;Villa Patricia;01
838;Lote Libardo;01
838;Lote Libardo;01
838;Lote Libardo;01
838;Lote Libardo;01
838;Lote Libardo;01
838;Lote Libardo;01
615;Mercedes;01
615;Mercedes;01
197;Praga;01
197;Praga;01
197;Praga;01
197;Praga;01
197;Praga;01
214;La Aurora (Alvaro Jose Saa C.);01
214;La Aurora (Alvaro Jose Saa C.);01
214;La Aurora (Alvaro Jose Saa C.);01
615;Mercedes;01
615;Mercedes;01
615;Mercedes;01
615;Mercedes;01
197;Praga;01
197;Praga;01
197;Praga;01
197;Praga;01
197;Praga;01
197;Praga;01
197;Praga;01
197;Praga;01
197;Praga;01
197;Praga;01
214;La Aurora (Alvaro Jose Saa C.);01
214;La Aurora (Alvaro Jose Saa C.);01
214;La Aurora (Alvaro Jose Saa C.);01
214;La Aurora (Alvaro Jose Saa C.);01
615;Mercedes;01
5;Borinquen;01
5;Borinquen;01
5;Borinquen;01
5;Borinquen;01
5;Borinquen;01
5;Borinquen;01
5;Borinquen;01
5;Borinquen;01
5;Borinquen;01
5;Borinquen;01
5;Borinquen;01
5;Borinquen;01
5;Borinquen;01
5;Borinquen;01
5;Borinquen;01
5;Borinquen;01
5;Borinquen;01
5;Borinquen;01
5;Borinquen;01
197;Praga;01
229;La Mariela;01
229;La Mariela;01
229;La Mariela;01
229;La Mariela;01
